번호,등록번호,서명,저자,출판사,출판년도,
739,BSL00383,"미국은 동아시아를 어떻게 지배했나  : 일본의 사례,  1945-2012년","마고사키 우케루 지음,양기호 옮김",메디치미디어,2017,
740,BSL00384,"뇌,  욕망의 비밀을 풀다 : 인간의 소비심리를 지배하는 뇌과학의 비밀","한스 게오르크 호이젤 지음,강영옥,김신종,한윤진 옮김",비즈니스북스,2020,
741,BSL00385,"존 리,  새로운 10년의 시작  = ,The beginning of next 10 years  : 개인의 경제독립이 금융강국을 만든다",존리 지음,김영사,2023,
742,BSL00386,앞으로 5년 한국의 미래 시나리오,"최윤식,최현식 지음",지식노마드,2019,
743,BSL00387,막스 베버 소명으로서의 정치,"막스 베버 지음,박상훈 옮김",후마니타스,2021,
744,BSL00388,디지털전환 성공전략 김홍진의 스마트경영  : IT전문 경영인 김홍집 칼럼집,김홍진,Weekly biz books :조선비즈,2018,
745,BSL00389,"금융의 미래  : 팬데믹 이후 10년,  금융세계를 뒤흔들 기술과 트렌드","제이슨 솅커 지음,최진선 옮김",리드리드출판,2021,
746,BSL00390,일본 국회회의록으로 보는 일본군 '위안부' 문제  : 1948~1992,"한국여성인권진흥원 일본군'위안부'문제연구소,옮긴이: 변은진,장순순,이태규",한국여성인권진흥원 일본군'위안부'문제연구소,2022,
747,BSL00391,(프로크리에이트로 배우는) 댈희의 카카오 이모티콘 클래스,댈희 지음,BM성안당,2022,
748,BSL00392,비폭력의 힘  : 윤리학-정치학 잇기,"주디스 버틀러 지음,김정아 옮김",문학동네,2021,
749,BSL00393,청소년 나를 지키는 최소한의 법 이야기,양지열 지음,자음과모음,2022,
750,BSL00394,인간을 읽어내는 과학  : 1,김대식 지음,21세기북스,2017,
751,BSL00395,과학 같은 소리 하네  : 과학의 탈을 쓴 정치인들의 헛소리와 거짓말,"데이브 레비턴 지음,이영아 옮김",더 퀘스트 :길벗,2018,
752,BSL00396,문과생을 위한 이과 센스  : 수학을 너무 일찍 포기한 당신에게,"다케우치 가오루 지음,류두진 옮김",위즈덤하우스,2018,
753,BSL00397,"인간의 우주  = ,Human universe  : 우리의 기원과 운명,  존재에 관한 근원적 질문들","브라이언 콕스,앤드루 코헨 지음,노태복 옮김",반니,2018,
754,BSL00398,숲과 상상력  : 나무 인문학자의 숲 산책,강판권 지음,문학동네,2018,
755,BSL00399,경이로운 우주  : 낭만적이면서도 과학적인 시선으로 본 우리의 우주,"브라이언 콕스,앤드루 코헨 지음,박병철 옮김",해나무 :북하우스 퍼블리셔스,2019,
756,BSL00400,전체를 보는 방법  : 박테리아의 행동부터 경제현상까지 복잡계를 지배하는 핵심 원리 10가지,"존 H. 밀러 지음,정형채,최화정 옮김",에이도스,2017,
757,BSL00401,"신의 입자  : 우주가 답이라면,  질문은 무엇인가?","리언 레더먼,딕 테레시 지음,박병철 옮김",Humanist :휴머니스트 출판그룹,2017,
758,BSL00402,거의 모든 시간의 역사  : 시곗바늘 위를 걷는 유쾌한 지적 탐험,"사이먼 가필드 지음,남기철 옮김",다산초당 :다산북스,2018,
759,BSL00403,"아인슈타인의 시계,  푸앵카레의 지도  : 시간의 제국들","피터 갤리슨 지음,김재영,이희은 옮김",동아시아,2017,
760,BSL00404,세포  : 세포에 관해 알고 싶었던 모든 것을 사진과 그림으로 만나다,"잭 챌로너 지음,김아림 옮김",더숲,2017,
761,BSL00405,과학을 읽다 : 누구나 과학을 통찰하는 법,정인경 지음,여문책,2018,
762,BSL00406,우리가 사랑한 비린대,황선도,서해문집,2017,
763,BSL00407,미드 보다 과학에 빠지다  : <워킹 데드> <왕좌의 게임> <하우스> 등 미드 속 흥미진진 과학 이야기,"안드레아 젠틸레 지음,송소민 옮김",반니,2018,
764,BSL00408,독서동아리 572-5모든 것의 기원 : 예일대 최고의 과학 강의,"데이비드 버코비치 지음,박병철 옮김",책세상,2017,
765,BSL00409,시간은 왜 흘러가는가  : 시간에 관한 거의 모든 과학적 탐구와 최신 정보,"앨런 버딕 지음,이영기 옮김",엑스오북스,2017,
766,BSL00410,엄마의 수학 공부  : 자녀를 수학 우등생으로 키우는 특급 비법,전위성 지음,오리진하우스,2017,
767,BSL00411,친애하는 인간에게 물고기 올림,황선도 지음,동아시아,2019,
768,BSL00412,우주는 어떻게 생겼을까?,"김형진,박영희 글,송동근 그림",와이스쿨,2017,
769,BSL00413,"과학과 언어  : 과학 교재의 수사학적 분석  = ,Science and language : rhetorical analyses of science textbooks",구자현 지음,한국문화사,2019,
770,BSL00414,"코로나 사피엔스,전자자료  = ,Corona sapiens  : 문명의 대전환,  대한민국 대표 석학 6인이 신인류의 미래를 말한다",최재천 외 지음,인플루엔셜,2020,
771,BSL00415,슬픈 아일랜드  : 강성철 시집,강성철,시인동네 :문학의전당,2024,
772,BSL00416,꿈속에서 우는 사람  : 장석주 시집,장석주,문학동네,2025,
773,BSL00417,내 안의 안 : 이근정 청소년시집,이근정 지음,푸른책들,2024,
774,BSL00418,문학나눔하얀 사슴 연못 : 황유원 시집,황유원,창비,2023,
775,BSL00419,1센티미터 숲 동시,"변은경 지음,이윤희 그림",문학동네,2022,
776,BSL00420,붉은 고래에게 주는 선물,"유하정 시,김순영 그림",초록달팽이,2024,
777,BSL00421,녹두꽃의 노래,"전병호 시,국은오 그림",초록달팽이,2023,
778,BSL00422,"영월,  아리랑  : 홍정임 시집",홍정임,오비올프레스,2023,
779,BSL00423,꿈의 방정식  : 최휘웅 시집,최휘웅,작가마을,2024,
780,BSL00424,겨울밤 토끼 걱정,유희경,H(현대문학),2024,
781,BSL00425,내일 다시 쓰겠습니다 : 송경동 시집,송경동 지음.,아시아,2024,
782,BSL00426,너무 즐거워 견딜 수 없다는 듯 : 이은택 시집,이은택 지음,삶창,2024,
783,BSL00427,가슴이 먼저 울어버릴 때  : 박노식 시집,박노식,삶창,2024,
784,BSL00428,우리가 길이라 부르는 망설임  : 카프카 드로잉 시전집,"프란츠 카프카,옮긴이: 편영수",민음사,2024,
785,BSL00429,모든 꽃은 예언이다,함기석 지음,걷는사람,2024,
786,BSL00430,투명이 우리를 가려준다는 믿음,김영미 지음,아침달,2024,
787,BSL00431,미래의 손,차도하 지음,봄날의책,2024,
788,BSL00432,문학나눔순한 먼지들의 책방 : 정우영 시집,정우영,창비,2024,
789,BSL00433,문학나눔먼 여로 : 이태수 시집,이태수,문학세계사,2024,
790,BSL00434,더께  : 김이녘 시집,김이녘,한국문연,2024,
791,BSL00435,"문학나눔웃어라,  용! : 강정 시집",강정,문학동네,2024,
792,BSL00436,사랑이 죽었는지 가서 보고 오렴 : 박연준 시집,박연준,문학동네,2024,
793,BSL00437,바다는 거의 밀물이어서 : 정기남 시집,정기남 지음,신생:전망,2024,
794,BSL00438,버리기 전에 잃어버리는  : 구현우 시집,구현우,H(현대문학),2024,
795,BSL00439,고래가 나를 벗어나  : 임지훈 시집,임지훈,상상인,2024,
796,BSL00440,국밥論 : 박기영 시집,박기영 지음,詩와에세이,2024,
797,BSL00441,기억은 시리고 더듬거린다 : 김윤 시집,김윤 지음,서정시학,2024,
798,BSL00444,나는 백석이다  : 현대  : 모국어로 민족혼과 향토를 지켜낸 민족시인,이동순 지음,일송북,2025,
799,BSL00445,난 고양이로소이다,송찬호 지음,작가,2024,
800,BSL00446,너머의 새  : 강영은 시집,강영은,한국문연,2024,
801,BSL00447,문학나눔돌이 천둥이다,이재훈,아시아,2023,
802,BSL00448,문학나눔말할 수 없는 것들은 심장에 산다 : 최해숙 시집,최해숙,파란,2023,
803,BSL00449,문학나눔느릎나무 속잎 피어나듯,"나태주,권달웅,유재영,이준관 지음",동학사,2024,
804,BSL00450,사랑의 다른 말,"성윤석 글,하재욱 그림",뜻있는 도서출판,2024,
805,BSL00451,어쩌다 시간여행 : 박남희 시집,박남희 지음,여우난골,2024,
806,BSL00452,램프의 시  : 유정 시전집,"세리카와 데쓰요,박진형 편저",만인사,2024,
807,BSL00453,딸기독화살개구리,수경 지음,시산맥사,2024,
808,BSL00454,독의 계보  : 윤금초 시집,윤금초 지음,시인동네 :문학의전당,2024,
809,BSL00455,멀어도 걷는 사람 : 손현숙 시집,손현숙 지음,리토피아,2024,
810,BSL00456,몽골에 갈 거란 계획 : 도복희 시집,도복희 지음,시인의일요일,2024,
811,BSL00457,사사로움의 주기 : 서성자 시조집,서성자 지음,책만드는집,2024,
812,BSL00458,선천적 갈증 : 김주완 시집,김주완 지음,문학세계사,2024,
813,BSL00459,마법사의 제자들아 껍질을 깨고 나오라 : 조정 시집,조정 지음,이소노미아,2024,
814,BSL00460,내가 가장 좋아하는 부산 : 2022 디카로 보는 부산,문화도시네트워크 엮음,미디어줌,2022,
815,BSL00461,월든 : 숲에서의 일 년,"헨리 데이비드 소로 글,지오반니 만나 그림,정회성 옮김",길벗어린이,2021,
816,BSL00462,재테크1605주거혁명 2030 :  집은 더 이상 집이 아니다,"박영숙,숀 함슨 공지음",교보문고,2017,
817,BSL00463,"아름다운 삶,  사랑 그리고 마무리","헬렌 니어링 지음,이석태 옮김",,2019,
818,BSL00464,"블록체인 세계여행  = ,World tour with blockchain  : 블록체인 미래보고서 Ver. VM pay",연삼흠,스마일스토리,2019,
819,BSL00465,"블록체인 세계여행  = ,Blockchain world travel  : 블록체인 미래보고서",연삼흠,스마일스토리 :블록체인 연구소,2018,
820,BSL00466,블록체인혁명 2030,"박영숙,앤디 리안,숀 함슨 지음",교보문고,2019,
821,BSL00467,떨림과 울림 : 물리학자 김상욱이 바라본 우주와 세계 그리고 우리,김상욱 지음,동아시아,2023,
822,BSL00468,당뇨병에 좋은 특허 받은 우리 약초,조식제 지음,아카데미북,2024,
823,BSL00469,"경성의 화가들,  근대를 거닐다",황정수 지음,푸른역사,2022,
824,BSL00470,(The)missing piece,Shel Silverstein,HarperCollins Publishers,2020,
825,BSL00471,백제금동대향로 발굴 30년의 비밀,조영석 지음,일성,2024,
826,BSL00472,사임당  : 삶의 향기  : herstory,안종선 지음,창작시대,2017,
827,BSL00473,"땅의 역사 : 치욕의 역사,  명예의 역사,전자자료",박종인,상상출판,2018,
828,BSL00474,"땅의 역사 : 소인배와 대인들,전자자료",박종인,상상출판,2018,
829,BSL00475,전두환 쿠데타군부가 쏘아올린 바벨탑,"전용호,이재석 공지음",GoodBook울림사,2024,
830,BSL00476,나에게 있어 시를 쓴다는 것은'u2026,김영찬,한국인,2019,
831,BSL00477,물닭의 안부  : 여운철 시집,여운철,세종출판사,2023,
832,BSL00478,눈물이 움직인다  : 손택수 시집,손택수,창비,2025,
833,BSL00479,창밖에 들다  : 박혜숙 시집,박혜숙,세종출판사,2021,
834,BSL00480,정영자의 사찰순례시집,정영자,세종출판사,2022,
835,BSL00481,꽃도 사랑을 하더라  : 정태운 꽃시집,정태운,그림책,2024,
836,BSL00482,꽃을 보듯 너를 본다  : 나태주 시집,나태주 지음,지혜,2017,
837,BSL00483,(2025) 신춘문예 당선시집,"시: 안수현,이문희,장희수,노은,김용희,이희수,백아온,최경민,이수빈,박연,시조: 류한월,박락균,한승남",문학마을,2025,
838,BSL00484,쿠무다  : 이경순 디카시집,이경순,실천,2023,
839,BSL00485,"담배 한 모금,  커피 한 모금",김영찬,한국인,2019,
840,BSL00486,칼자국  : 김애란 소설,"김애란,그린이: 정수지",창비,2019,
841,BSL00487,"녹음자료 ;,여행의 이유  : 김영하 산문","김영하 지음,해밀도서관 제작",해밀도서관,2020,
842,BSL00488,이중 하나는 거짓말 : 김애란 장편소설,김애란 지음,문학동네,2025,
843,BSL00489,"작심하고 다시,  기자  : 권력의 비리를 감시하고,  추적하고,  고발하는 기자,  장인수의 취재 열전",장인수 지음,,2025,
844,BSL00490,"인어 사냥 = ,Hunting mermaids : 차인표 장편소설",차인표 지음,해결책,2024,
845,BSL00491,꽃들에게 희망을,"트리나 폴러스 글·그림,김석희 옮김",시공주니어 :시공사,2019,
846,BSL00492,이토록 뜻밖의 뇌과학 : 뇌과 당신에 관해 말할 수 있는 7과 1,2가지 진실,더퀘스트,2022,
847,BSL00493,전자책 유럽 도시 기행,유시민 지음,생각의길 :아름다운사람들 :스토리터치제작,2022,
848,BSL00494,감정 어휘  : 모호한 감정을 선명하게 밝혀 내 삶을 살게 해주는 말 공부,유선경 지음,앤의서재,2022,
849,BSL00495,"멀고도 가까운  : 읽기,  쓰기,  고독,  연대에 관하여","리베카 솔닛 지음,김현우 옮김",반비,2025,
850,BSL00496,백조와 박쥐  : 히가시노 게이고 장편소설,"히가시노 게이고 지음,양윤옥 옮김",현대문학,2022,
851,BSL00497,큰글자 이중 하나는 거짓말 : 김애란 장편소설,김애란 지음,문학동네,2025,
852,BSL00498,저주토끼 = Cursed Bunny : 정보라 소설집,정보라 지음,아작,2022,
853,BSL00499,그림책의 마음  : 심층심리학이 전하는 그림책 이야기,"이나미,조자현 지음",다산기획,2021,
854,BSL00500,우리가 이토록 작고 외롭지 않다면  : 아스트리드 린드그렌 전기,"옌스 안데르센 지음,김경희 옮김",창비,2020,
855,BSL00501,매일 이곳이 좋아집니다 : 낯선 곳에서 나 혼자 쌓아올린 괜찮은 하루하루 : 마스다 미리 에세이,"마스다 미리 지음,이소담 옮김",타라미수더북,2023,
856,BSL00502,상봉역에서 딱 만났다  : 동시로 떠나는 지하철 여행  : 서금복 동시집,"서금복,그린이: 김서연",좋은꿈,2023,
857,BSL00503,"문학나눔,고마워",민시우 지음,가쎄,2024,
858,BSL00504,"문학나눔,동시 백화점 : 세상에 없는 것만 팝니다","권영상 지음,효뚠 그림",국민서관,2024,
859,BSL00505,리보와 앤 : 아무도 오지 않는 도서관의 두 로봇,어윤정 해마 그림,문학동네,2025,
860,BSL00506,붉은 무늬 상자 : 김선영 장편소설,김선영 지음,특별한서재,2023,
861,BSL00507,"문학나눔,모험을 떠나는 단추로부터","차영미 시,이한재 그림",단비어린이,2024,
862,BSL00508,아픈 날,"이은서 글,천유주 그림",책읽는곰,2024,
863,BSL00509,"이토록 불편한 플라스틱,전자자료","임정은 글,홍성지 그림,홍수열 감수",그레이트Books :그레이트북스,2023,
864,BSL00510,땅속 지구의 비밀 : 지구의 중심을 찾아가는 모험,"맥 판 하크동크 글·그림,한도인 옮김",알라딘북스,2023,
865,BSL00511,"새가 된다는 건  : 새들은 어떻게 먹고,  느끼고,  사랑할까","팀 버케드, 캐서린 레이너, 노승영",원더박스,2023,
